,Unnamed: 0,Unnamed: 0.1,link,jobtitle,jobcompany,joblocation,jobsalary,text
114,143,143,https://www.indeed.com/viewjob?jk=5647f9a3c5b9b852&fccid=fe2d21eef233e94a&vjs=3,"Data Scientist, Advertising Measurement and Optimization",Amazon.com,"Seattle, WA",,"Ensuring that the measurement practice leverages state of the art statistical methods and machine learning technology to measure effectiveness of advertisingWork closely with both business units and engineering teams to formulate measurement problems and associated technical solution strategiesBuild and enhance statistical inference models required to retrospectively measure the financial impact of cross-channel advertising spend, and inform volume and mix of future spendCalibrate models through carefully designed experimentsWork closely with engineering and product management teams to build tools and applications on our unique big data platform to efficiently generate and deploy insights into decision-making systems at Amazon.Graduate degree (MS) in statistics, mathematics, economics or engineering.Advanced proficiency with statistical modeling and reporting.Ability to research, identify, evaluate, and implement modeling solutions for complex business problemsExperience using R, MATLAB, and/or Python is required.Expert in SQL and Excel2+ years of experience presenting data-focused research to upper management.Hands-on experience using Big Data Technologies"
115,144,144,https://www.indeed.com/viewjob?jk=7743ba9aad921ad6&fccid=f89deb5a97c7738a&vjs=3,Data Warehouse Analyst Intern,Adobe,"Lehi, UT",,"Development of ETL and data integration processes for data warehousingData modeling for reporting and analysisData visualization through dashboards and reports for leadership and customersMust be enrolled as a college studentExperience with agile software development cycleExperience or education related to data warehousingGood proficiency with SQLExperience with ETL tools such as: SSIS, Informatica, or AlteryxExperience with PythonData profiling and analysis skillsEffective written and verbal communication skills"
116,145,145,https://www.indeed.com/viewjob?jk=defd3348474b0710&fccid=fe2d21eef233e94a&vjs=3,Data Scientist Intern,Amazon.com,"Seattle, WA",,"Collaborating with colleagues from multidisciplinary science, engineering, and business backgrounds, to identify and reduce gaps in current inventory availability.Build statistical, predictive and machine learning models to drive sourcing accuracy.Ensure data quality throughout all stages of acquisition and processing, including data sourcing/collection, ground truth generation, normalization, and transformation.Promote data-driven decision making across the team, using tools such as Tableau, SQL, and Excel.Influence leaders to make thoughtful data decisions to provide the most consistent and usable data for all teams across the company.Combine expert knowledge of statistical methodology and analysis with advanced programming skills to support complex analyzes.Share/develop best practices with other Amazon teams on a global scale.Build metrics, reports and dashboard to analyze key inputs to internal systems BASIC QUALIFICATIONSIn process of receiving a graduate degree in an analytical area such as Machine learning, Computer Science, Physics, Mathematics, Statistics, Engineering or similar.Experience in Analytics or other quantitative disciplines.Experience with modeling and analysis including machine learning, statistical analysis, operations research and management science and data mining.Strong interpersonal and communication skills. Must be able to explain technical concepts and analyses implications clearly to a wide audience, and be able to translate business objectives into actionable analyses.Experience with SQL (any variations thereof), Python/PySpark and/or Scala preferred; though experience with other analytics software (SAS, STATA, MATLAB, Mathematica, R/SparklyR) is acceptable.Familiarity with AWS solutions such as Glue, S3, and Redshift.Proven analytical and quantitative skills to use hard data and metrics to back up assumptions, develop business cases, and complete root cause analyses.Capable of taking responsibility for an initiative and working with minimal direction; self-starter even when assignments are vague or undefined.Creative in finding new solutions/designing innovative methods, systems, and processes. PREFERRED QUALIFICATIONSIn process of receiving a PhD in a quantitative field such as Mathematics, Statistics, Analytics or Economics.Knowledge and experience with Agile development practices.Experience in Demand Planning & Forecasting, Supply Chain or Inventory Management is a plus.Demonstrated ability to manage multiple competing priorities simultaneously and drive projects to completion.Excellent written / oral communication and interpersonal skills."
117,146,146,https://www.indeed.com/viewjob?jk=6809e18dc9c50565&fccid=1b866506aec22461&vjs=3,Data Science Internship,HP,"Vancouver, WA",,"GrowthMindset: We are passionate about building a team who can apply a growth mindset, iterate, and learn quickly,Curiosity: You have a hunger for learning and love applying new ideas.PassionateaboutourProducts: You are passionate about the latest applications and technologies and have a keen interest in understanding the business model behind them.RelationshipMaker: You should feel confident at being able to build great collaborative relationships between our HP 3D SW technology and our customers, to enable the design and engineering of extraordinary experiences and applications.All-Rounder. You should have extensive abilities involving leadership, strategic and creative thinking, problem solving, individual initiative, as well as the technical savvy and expertise to succeed."
118,147,147,https://www.indeed.com/viewjob?jk=1cce194ccc35a694&fccid=c1099851e9794854&vjs=3,Data Scientist,Apple,"Santa Clara Valley, CA",,"Deep understanding of statistical theory and applications. Understanding of Machine Learning and Data Mining techniques is a big plus.Exceptional coding skills and experience with high-level programming language like Scala, Python, Java for data analysis.Practical experience working with and conducting experiments on large datasets.Experience working closely with annotators for data collection.Familiarity with ML tools and packages like Caffe, Torch, TensorFlow, Weka, MLLib, OpenNLP, etc.Ability to initiate and drive projects to completion with minimal guidance.Excellent communication skills and ability to work in a fast-paced dynamic environmentAbility to communicate the results of analyses in a clear and effective manner with product and leadership teams to influence the overall strategy of the product.Focus on delivering and shipping products.Experience with tools for statistical computing (e.g. R, NumPy, SciPy).Experience with big data technologies like Apache Spark, Hadoop, Cassandra, etc.Experience in text processing with passion for international languages."
119,149,149,https://www.indeed.com/viewjob?jk=3988d70c5f0b0697&fccid=822bc5d9a49270ea&vjs=3,DATA SCIENTIST,Walmart Stores,"San Bruno, CA 94066",,"Demonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plansDevelops analytical models to drive analytics insightsLeads small and participates in large data analytics project teamsModels compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrityParticipates in the continuous improvement of data science and analyticsPresents data insights and recommendations to key stakeholdersProvides and supports the implementation of business solutionsBachelor of Science and 2 years' data science experience OR Master of Science and 1 years' data science experience.4 years experience with SQL and relational databases (for example, DB2, Oracle, SQL Server).4 years experience with statistical programming languages (for example, SAS, R).Bachelor's degree in Statistics, Economics, Analytics, Mathematics and 7 years experience in an analytics related field.Certificate in business analytics, data mining, or statistical analysis.Doctoral degree in Statistics, Economics, Analytics, or Mathematics and 1 year experience in an analytics related field.Master's degree in Statistics, Economics, Analytics, or Mathematics and 3 years experience in an analytics related field.Demonstrates up-to-date expertise and applies this to the development, execution, and improvement of action plansDevelops analytical models to drive analytics insightsLeads small and participates in large data analytics project teamsModels compliance with company policies and procedures and supports company mission, values, and standards of ethics and integrityParticipates in the continuous improvement of data science and analyticsPresents data insights and recommendations to key stakeholdersProvides and supports the implementation of business solutions"
120,150,150,https://www.indeed.com/viewjob?jk=5a10c9634e27f97b&fccid=de71a49b535e21cb&vjs=3,Data Scientist - Intern/Coop,IBM,United States,,"Explore and examine data from multiple, disparate data sourcesSift through all incoming data with the objective of discovering previously hidden insightsRecommendations may be related to user experience, DevOps or improved code qualityDevelop quantitative models to solve business challengesCandidate should be advanced in a single coding language such as R or PythonUnderstanding of statistics and mathematical techniques and their applicationsMinimum of 1 year experience using problem solving skills such as: Analyze causes using existing techniques or tools, prepare and recommend solution alternativesAbility to absorb professional knowledge quickly and develop skillsAbility to draw upon professional concepts to collaborate with others to carry out assigned dutiesAbility to challenge the validity of given procedures and processes with the intent to enhance and improveEnrolled in a Bachelor's degree in Mathematics or other qualitative fieldWorking experience in Cognos Analytics, Watson Analytics, Tableau, NOSQL Cloudant db, Java, JavaScript, SQL, NOSQL; Advanced Excel, MySQL, DB2Experience using Agile and Design Thinking methodologiesMaster's degree in Mathematics or other qualitative field"
121,151,151,https://www.indeed.com/viewjob?jk=352fa46856968557&fccid=b829ee9b3a982489&vjs=3,"Internship: Data Science for Epidemics in Urban Settings, Office of Innovation, New York or remote, 12 weeks",UNICEF,"New York, NY",,"Connecting youth communities (or more broadly - anyone disconnected or under-served) to decision-makers, and to each other, to deliver informed, relevant and sustained programmes that build better, stronger futures for children.Provoking change for children through an entrepreneurial approach - in a traditionally risk-averse field - to harness rapidly moving innovations and apply them to serve the needs of all children.Creating new models of partnership that leverage core business values across the public, private and academic sectors in order to deliver fast, and lasting results for children.Looking at the 2-5 year horizon to evaluate emerging and trending technologies and to see how UNICEF can work with the private sector on doing better business while improving essential services for children;Investing in early stage solutions that show great potential to positively impact children in the 0-2 year future including the Venture Fund that invests in open source technology solutions from start-ups based in UNICEF’s programme countries;Identifying proven solutions that can be implemented at national scale in multiple countries – taking the ideas that help thousands in one country, bringing them to dozens of countries across multiple sectors, and impacting the lives of millions of children.”Get to work on a specific project of strategic value to the team. You’ll get to present your ideas and outputs to the team at the end of the summer.Receive dedicated mentorship from a member of multidisciplinary team related to your project and your career and development plansBe part of a dedicated induction programme to UNICEF and UNICEF InnovationHave a fun and inspiring internship experienceModeling epidemic spread in urban contexts, outcome: scientific paper and/or a technical paper that can be implemented in within our big data platformSupporting the team in exploring new geospatial datasetsDeveloping methodologies and pipelines to generate insights from human mobility data.Supporting the team in getting a deeper understanding of the available data, e.g. representativeness, bias, etc.Supporting the team in building models to: estimate population density, debias mobility flows, forecast the risk of spread of infectious diseases, etc.Visualizing, interpreting and communicating findings to the team, UNICEF country offices, and the broader public.Be enrolled in an undergraduate, graduate or Ph.D. programme in computer science, physics or related field, or have graduated within the past two years. Applicants must be at least 18 years old.Have excellent academic performance as demonstrated by recent university or institution records.Have no immediate relatives (e.g. father, mother, brother, sister) working in any UNICEF office.Have no other relatives in the line of authority which the intern will report to.Additional consideration will be given for any past experience.Have expertise in data science, network science, complex systems and/or machine learningHave experience with geospatial data analysis and visualization (including shapefile/raster mapping)Have excellent programming skills: Python (preferred) or R.Fluency in English is required.Individuals must fund their own travel and living expenses.Selected candidates will receive a monthly stipend (unless already in receipt of support for the internship from a third party).Individuals must have proof of medical insurance covering their time at the duty station.Individuals are responsible for arranging any visa or immigration requirements.Individuals are expected to provide their own laptop."
122,152,152,https://www.indeed.com/company/Jvion/jobs/Junior-Data-Scientist-5589660aece65cd1?fccid=357536219ef998c7&vjs=3,Junior Data Scientist,UNICEF,"Atlanta, GA","$60,000 - $80,000 a year","You will work closely with our data scientists, data engineers, and other teams to create machine learning models for patient-level prediction.You will ensure the models are applicable and executableYou will act as a generalist that touches our technology stack from ingestion through productionYou will continuously improve yourself, your team and your organizationStrong aptitude and practical experience with machine learning techniques and algorithmsStrong programming skills in R and PythonProficiency with SQL queries and advanced query writingAbility to justify and utilize statistical methods for decisions, analysis, and reportingSomeone who won't think ""that's not my job""Understanding of healthcare operations (both on provider and payer side)Understanding of the changing landscape within healthcare with more emphasis on risk and quality based paymentsUnderstanding of standardized healthcare data structures like EDI and HL7Familiarity with Unix/Linux scriptingFamiliarity of Big Data concepts and execution in a cloud infrastructure like AWSExperience with AWS infrastructural components like RedShiftExperience with Spark and AWS EMRExperience with TableauPrevious work experience in a startup environmentCompetitive salaries and stock optionsFlexible hours, so you can be at your most productiveGenerous out-of-office time for holidays, vacation, sick leave, and personal or family needsComprehensive medical, dental, and vision plan optionsTeam celebrations: company anniversaries, birthdays, weddings, babies - you name it, it's celebrated!401(k) planFriendly, casual office environment with plenty of toysMachine learning: 1 year (Required)Programming in R or/and Python: 1 year (Required)Master's (Required)R: 1 year (Required)Master's (Required)"
123,153,153,https://www.indeed.com/viewjob?jk=ef0c5ff5ce4de3da&fccid=3a71a4d2f7990a25&vjs=3,D3 - Data Science Intern (Menlo Park),Allstate,"Menlo Park, CA 94025",,"Uses best practices, with limited coaching, to develop statistical, machine learning techniques to build models that address business needsUtilizes effective project planning techniques to break down basic and occasionally moderately complex projects into tasks and ensure deadlines are keptUses and learns a wide variety of tools and languages to achieve results (e.g., R, SAS, Python, Hadoop)Collaborates with the team in order to improve the effectiveness of business decisions through the use of data and machine learning/predictive modelingInnovates on projects by using new modeling techniques or toolsContributes on a wide variety of projectsExecutes on modeling/machine learning projects effectivelyCommunicates findings to team and leadership ensure models are well understood and incorporated into business processesWorks with leaders to ensure the project will meet their needsMaximizes personal professional development to ensure continuation of a personal contribution to the team and AllstateReviews and evaluates on appropriateness of techniques, given current modeling practices, to senior leadershipTarget start date: May/June 201912 week summer internship programAn attractive compensation packageHousing stipend offered to qualified studentsCollaborative team environmentPlanned intern activities; including lunches with Allstate officers as keynote speakersVolunteer/community service opportunitiesPotential to receive possible full-time employment after graduationCurrently pursuing a degree in a quantitative field (e.g. mathematics, statistics, computer or physical science).
Pursuit of a graduate degree strongly preferred.Pursuit of a graduate degree strongly preferred.Pursuit of a graduate degree strongly preferred.Ability to solve problems, think critically, and communicate clearly.Knowledge of statistical modeling, machine learning, mathematical optimization, and/or data miningExperience with programming.An understanding of algorithmic scaling and complexity a plus.Experience with big-data tools (e.g. hadoop) a plus."
124,154,154,https://www.indeed.com/viewjob?jk=1077cade72601108&fccid=fadf04ae846d3e97&vjs=3,Data Scientist Internship - Summer 2019,OfferUp,"Bellevue, WA","$91,000 - $134,000 a year (Indeed est.)","A top shopping app on iTunes and Google PlayGeekwire App of Year50+ Million DownloadsTrain machine learning/deep learning models to solve problems in our productsCollaborate with stakeholders across the company to make data-driven algorithms a core part of our marketplaceMake individual technical contributions where possibleDevelop end-to-end machine learning solutions: offline training, production implementation, A/B testing, and communication of resultsPursuing Ph.D. or M.S. in a quantitative discipline; graduating in 2020Passion for machine learningProficiency in Python/R, SQLAuthorization to work in the United States"
125,155,155,https://www.indeed.com/viewjob?jk=1aa68200ede1a0d8&fccid=3a71a4d2f7990a25&vjs=3,Junior Data Scientist,Allstate,"Charlotte, NC","$91,000 - $134,000 a year (Indeed est.)","Uses best practices, with limited coaching, to develop statistical, machine learning techniques to build models that address business needsUtilizes effective project planning techniques to break down basic and occasionally moderately complex projects into tasks and ensure deadlines are keptUses and learns a wide variety of tools and languages to achieve results (e.g., R, SAS, Python, Hadoop)Collaborates with the team in order to improve the effectiveness of business decisions through the use of data and machine learning/predictive modelingInnovates on projects by using new modeling techniques or toolsContributes on a wide variety of projectsExecutes on modeling/machine learning projects effectivelyCommunicates findings to team and leadership ensure models are well understood and incorporated into business processesWorks with leaders to ensure the project will meet their needsMaximizes personal professional development to ensure continuation of a personal contribution to the team and AllstateReviews and evaluates on appropriateness of techniques, given current modeling practices, to senior leadershipTarget Start Date: ASAPHave completed at least a Bachelor’s degree in a quantitative field such as statistics, mathematics, computer science, physics, finance or economics.Master’s or PhD is preferred.Experience in using statistical modeling and/or machine learning techniques to build models that have driven company decision making preferredExperience in managing and manipulating large, complex datasetsExperience in working with statistical software such as SAS, SPSS, MatLab, R, CART, etc. preferredAbility to code and develop prototypes in languages such as Python, Perl, Java, C preferredKnowledge of advanced modeling technique preferredDemonstrated analytic agilityAbility to analyze and interpret moderate to complex conceptsAbility to provide written and oral interpretation of highly specialized terms and data, and ability to present this data to others with different levels of expertise
This position is posted in multiple office locations. We have opportunities for Junior Data Scientists in Charlotte NC, Seattle WA and Menlo Park CA. Please indicate your location preference to the recruiter."
126,157,157,https://www.indeed.com/viewjob?jk=b6ce6bb4c6571d59&fccid=c1099851e9794854&vjs=3,Data Scientist - Data Insights,Apple,"Santa Clara Valley, CA","$40,000 - $140,000 a year","4-7 years of recent experience in a data science role. Preferably experience in the digital advertising industry or related field.Ability to operate comfortably and effectively in a fast-paced, highly cross-functional, fast-paced environment.Programming skills in Python, Java/Scala, and SQL, and comfort with advanced analytics tools such as Pandas, R, Spark, and Tableau.Experience in advanced quantitative analysis including regression, classification, clustering, and time-series analyses.Proven experience with end to end implementation of a model prototype specifically processing, feature engineering, and model outputs.Comfortable working with modern data technologies. Familiarity with database modeling and data warehousing principles.Practical experience working with and conducting experiments on large datasets.Ability to work effectively with engineering partners to meet the data needs of the business, translating business needs into analytical requirements.Ability to communicate the results of analyses in a clear and effective manner with product and leadership teams to influence the overall strategy of the product."
127,158,158,https://www.indeed.com/viewjob?jk=aed18a113fed394f&fccid=14b7875e481a1a70&vjs=3,Machine Learning Data Scientist,Vertex Pharmaceuticals,"Boston, MA 02114 (Back Bay-Beacon Hill area)","$103,000 - $152,000 a year (Indeed est.)","Work with a team of data scientists and cross functional partners to collaboratively develop solutionsApply ML and other statistical approaches to generate insights on structured and unstructured dataProvide ML expertise in the design and delivery of data products for broad consumption by business partnersMentor and support the training of technical and non-technical teams in data science and machine learningParticipate in the broader data science community to stay current with methodology, software, and data development and availabilityCommunicate and visualize the output of analyses, including both written and verbal communication, to business leaders and non-technical audiencesConceptualize and deploy data science solutions for business questionsBring an entrepreneurial mindset, openness, transparency, and collegiality to your everyday workPhD in a computational and quantitative discipline (e.g. statistics, computer science, biomedical informatics, genetics, physics, epidemiology, health economics) or Master’s Degree in a similar field of studyDeep understanding in ML, including strong knowledge of the mathematical underpinnings behind various methods (e.g. regression techniques, neural networks, decision trees, clustering, pattern recognition, dimensionality reduction)Proven experience in applied statistics and ML in a business settingDeep understanding of the tools of the trade, including a variety of modern programming languages (R, Python, JavaScript) and open-source technologies (Linux, TensorFlow, Hadoop, and Spark)Experience in effective data visualization approaches and a keen eye for detail in the visual communication of findingsComfort working and communicating with non-technical teams to translate business questions to analytically actionable questionsA strong desire to build meaningful solutions for a life sciences businessTask oriented with ability to set goals and complete deliverablesAbility to collaborate and work closely with a team of technical and non-technical individual contributorsDomain knowledge of clinical data, real-world data, or life sciences-related research dataExpertise in other data science-related tools (e.g. SQL, Tableau, D3)We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
128,160,160,https://www.indeed.com/viewjob?jk=39ddfdedca58bfcf&fccid=0c39fb2c91742dcf&vjs=3,Strategist/Quantitative Analyst - Exotic Derivative Strats,Morgan Stanley,"New York, NY","$103,000 - $152,000 a year (Indeed est.)","Build cutting edge tools for trading and risk managing equity derivatives productImplement new mathematical models and pricing method and support existing libraryConduct analysis of complex trade to assess the best pricing methodAnalyse and manage the risk of the positions currently in the bookCreate tools to assist decision making & increase efficiency in tradingAn advanced degree in a quantitative subject such as Engineering, Applied Mathematics & Physics, Software EngineeringVery strong programming skills in an object oriented language applied within the library of a front office team.Good knowledge of Probability, Numerical Analysis, Stochastic Calculus, Approximation theory, Partial Differential Equation and an expertise in either of these subjectsDrive and desire to work in an intense team-oriented environment.Ability to communicate effectively in both written and verbal English."
129,161,161,https://www.indeed.com/company/Eclaro/jobs/Data-Scientist-e0df0bc10d1ae154?fccid=2bfa80e9a2490fa6&vjs=3,Data Scientist,Eclaro,"San Jose, CA",$67 - $75 an hour,"6+ years of industry work experience in data scientist projects.Master's degree or higher in Statistics/Math/Computer Science or related field.Analysis of large amounts of historical data, determining suitability for modeling, data clean-up and filtering, pattern identification and variable creationMust showcase past work through published articles/GitHub/social mediaData Scientist Projects: 6 years (Preferred)Master's (Required)United States (Preferred)Likely"
130,162,162,https://www.indeed.com/viewjob?jk=89a2512e4b0c450c&fccid=8c49e99f20f89e48&vjs=3,Data Scientist Intern - Summer 2019,Walmart eCommerce,"San Bruno, CA 94066",,"A visionary technologist with a passion for learning new technologies and translating data into business solutions.Demonstrated analytical and quantitative skills with the ability to build innovative complex models to illustrate various scenarios and compare KPIsExperience with statistical analysis, data mining, financial analysis, and quantity modeling.Expert in MS-Excel, MS-Access, VBA, and SQLProficient in MS-PowerPoint and comfortable building presentations to tell a clear storyCapacity to communicate complex concepts in easy-to-understand terminologyWorks effectively both independently and as a member of a cross functional teamStrong follow-through skills and acute attention to detailPassionate about user experienceA keen analytical mind with high levels of creativity and quick solving capabilities to change the world in a huge way!Currently enrolled and pursuing a Masters or PhD in Computer Science, Statistics, Econometrics, Electrical Engineering, Operations Research, Computational Mathematics or a related field.Graduating December 2019 or later"
131,163,163,https://www.indeed.com/viewjob?jk=56ea9d9b348ba816&fccid=77418569c6aa5a6f&vjs=3,Data Scientist,"MINDBODY, Inc","Irvine, CA",,"Bachelor’s degree, quantitative field preferred3-10 years of experience performing quantitative data analysisExcellent proficiency in MS SQL, SSIS, Excel, Access, Tableau, Salesforce, R, Python, Amazon RedShift, MS AzureExperience quantifying and prioritizing projects that require heavy data analysisAptitude for numbers and a curiosity about information and dataAbility to present data in a simple, clean, concise visual and written mannerStrong attention to detail, analytical mindset, and highly organizedThe desire to work in a fast-paced, potentially ambiguous, start-up-like atmosphereStrong technical aptitude and demonstrated ability to quickly evaluate and learn new technologiesStrong interpersonal skills, with the ability to work independently and within a team environmentWrite custom SQL queries to run on production databases in order to fulfill ad-hoc data requestsAnalyze extracted data, review for accuracy and look for trendsParticipate in the SQL code review process and quality assuranceDevelop new scripts and KPIs as neededInform Prod Dev on decisions around usage tracking, data creation, and storage, as well as product usage trendsApply advanced tools and methods to analyze product data and derive meaningful, actionable insights to Prod Dev and the rest of the businessServe as subject matter experts (SMEs) in the area of product usage and data schemas, for the benefit of other analysts as well as PT&EAttain knowledge about MINDBODY’s data infrastructureConsult with management to understand current and future business goals and strategies, and ensure that high-visibility reporting and analysis is alignedAll other duties as assigned"
132,164,164,https://www.indeed.com/viewjob?jk=42c8f2bab3c19b46&fccid=8d0ce3817d129779&vjs=3,"Data Scientist, Analytics",Slack,"San Francisco, CA",,"Use data to inform and influence the direction of team roadmaps and inform business decisionsWork with partner teams to define goals and identify metrics for improving existing features and new releasesDeepen our understanding of patterns/trends in user behavior, design experiments, and uncover new opportunitiesBuild dashboards and reports to drive awareness and understanding of metrics and experiment resultsWork closely with Data Engineering and IT to author and develop core data sets that empower operational and exploratory analyses3-8+ years of professional industry experience doing quantitative analysisA proven track record of using analysis to impact key business or product decisionsThe ability to clearly and effectively communicate the results of complex analysesExperience writing production datasets in SQL/Hive OR building internal/production data tools for ETL, experimentation, or exploration in a scripting language (Python, R, etc.)A solid grasp of basic statistical applications and methods (experimentation, probabilities, regression)Experience in software engineering, data engineering, consulting, or academic research a plus"
133,165,165,https://www.indeed.com/viewjob?jk=5a42a8275ef151e5&fccid=1ec8c83c883d1273&vjs=3,Data Science Intern (Summer 2019),Wolverine Trading,"Chicago, IL 60604 (Loop area)",,"Working toward a degree in statistics, computer science, mathematics, or another highly quantitative fieldHistory of academic excellenceDemonstrated interest in trading, financial markets, and technology, but experience or knowledge of finance not requiredExcellent quantitative and problem solving skillsEntrepreneurial and self-motivatedStrong communication skillsDesire to work in a team environment3-month commitmentExperience in PythonStrong background in classical statistics and machine learning preferred"
134,166,166,https://www.indeed.com/viewjob?jk=8ab56a0e617c37d0&fccid=fe2d21eef233e94a&vjs=3,Machine Learning Data Scientist,Amazon.com,"East Palo Alto, CA",,"Ensure data quality throughout all stages of acquisition and processing, including data sourcing/collection, ground truth generation, normalization and transformation.Clean, analyze and select data to drive improvements related to high-level business goalsTrain and validate deep learning models, build sample projects and publish on AWS blogsWork with strategic customers on demo projects for proof of conceptCollaborate with colleagues from science, engineering, and business backgroundsPresent proposals and results in a clear manner backed by data and coupled with actionable conclusionsBachelor’s or Master’s degree in Applied Math, Statistics, Engineering or related quantitative field.5 years of experience with various data analysis and visualization toolsExperience in Python or another scripting language; Familiar with Linux OSExperience in computer vision; Familiar with OpenCV.Experience in deep learning techniques, model training and inference on frameworks like TensorFlow, MXNet, Caffe or PyTorch.Knowledge in distributed computing, big data analysis and database.3+ years of experience in machine learning, and computer vision applicationsExperience with large public data sets to train and fine tune deep learning modelsExperience with development on IoT or mobile devices."
135,167,167,https://www.indeed.com/viewjob?jk=cdd4cb73b49272c6&fccid=679835e49fec2aaa&vjs=3,Data Scientist,Auriga Polymers Inc.,United States,,"Work with operational experts to assess feasibility of digital opportunities / use cases, providing input into prioritization of digital opportunitiesDesign solutions and support in the implementation of digital opportunities with a focus on big data analytics, optimization, and machine learningSupport selection of external data analytics vendors as neededValidate the quality of data analytics models developed together with external vendorsCodify approaches and learnings to facilitate future replications of the same opportunities at other plantsWork with IT team on data and model integration, ensure data governance and security adhered toHands-on expert support to plant level project teams, e.g., when performing experiments, refining / maintaining models, etc.Bachelor’s Degree in Computer Science, Mathematics, Statistics or Engineering requiredMaster’s Degree in Data Science or relevant experience preferred5+ years of experience in Data Science projects and problem solvingDistributed computing, data mining, predictive modelingStatistical methodologies & machine learningStory-telling and visualizingCreative problem-solving skills and a desire to work in R&DCan work effectively with remote teamsExperience in predictive, prescriptive and cognitive analyticsExcellent project management, organization, attention to detailProject experience with Manufacturing operations is a plusProficiency with Python & AIMMS; familiarity with, Minitab, C/C++ preferredStrong verbal and written communications: able to explain sophisticated data science concepts in an understandable manner, and distill complex results or processes into simple, clear visualizations"
136,168,168,https://www.indeed.com/viewjob?jk=0c1f5e292ec00764&fccid=3fc1e7f5af93d293&vjs=3,Data Scientist Intern (Spring),KAYAK,"Cambridge, MA",,"Extract data from databases, write scripts to parse, clean, combine, and process themPrepare graphs or visualizations of processed data, spot trends, anomaliesDraw inferences and conclusions, communicate results through reports, charts, or tablesSQL and database experience is a mustGood programming skills with at least one high-level language such as Python, Perl, Groovy, Java, or C/C++Basic knowledge of data structures, algorithms, and statisticsFamiliarity with Unix shell scriptingFamiliarity with ExcelKnowledge of Machine Learning is a plus"
137,169,169,https://www.indeed.com/viewjob?jk=edf5ded627eae748&fccid=0918a251e6902f97&vjs=3,Data Scientist,DELL,"Round Rock, TX 78664",,"Research and develop statistical learning models for data analysisCollaborate with product management and engineering departments to understand company needs and devise possible solutionsKeep up-to-date with latest technology trendsCommunicate results and ideas to key decision makersImplement new statistical or other mathematical methodologies as needed for specific models or analysisOptimize joint development efforts through appropriate database use and project designBachelor’s Degree in Computer Science, Statistics, Applied Math or related field3+ years’ practical experience with SAS, ETL, data processing, database programming and data analyticsExtensive background in data mining and statistical analysisAble to understand various data structures and common methods in data transformationExcellent pattern recognition and predictive modeling skillsExperience with analytical/programming languages such as Python, R SSAS, SQL, M or DAX"
138,170,170,https://www.indeed.com/viewjob?jk=f051736409b04599&fccid=88d070a75f3896d5&vjs=3,Data Science Intern - Billing & Analytics,Sprint,"Overland Park, KS 66210",,"Enrolled in college or college graduate within the last twenty-four monthsBS/MS or equivalent in a data analytics/science field, including these most commonly: Statistics, Econometrics, Computer Science, Machine Learning, Deep Learning, Operations Research, Engineering, and Mathematics. Information Technology (generic); or enrolled in college or college graduate within the last twenty-four months with a 3.0 GPA or greaterBasic programming or scripting experience; Programming experience in any of R, Python, SAS, Stata, Weka, and Java.Experience with modern data management and analytic tools (e.g. Hadoop, MySQL, NoSQL, Spark).Construct and synthesize insights in reportsAbility to generate new ideas, and develop them from your concept to a solution.Experience and passion for finding analytical solutions to real world, customer problems from complex datasets.Established aptitude for requirements gathering, data ingestion, model building and tuning, deployment and integration of models into production systems.Relevant domain experience developing Solutions for Telecom, Mobile, or related Consumer wireless Services companies.Expertise in working with huge sets of data using tools such as Alteryx, Power BI and Tableau"
139,171,171,https://www.indeed.com/company/CitiusTech/jobs/Data-Scientist-d57051beb060f332?fccid=d7ffd11f502090e7&vjs=3,Data Scientist,CitiusTech,"Denver, CO",,Pytorch: 6 years (Required)Kubernetes: 2 years (Required)Docker: 2 years (Required)Reinforcement Learning: 6 years (Preferred)
